Index,DAG-ID,Send-Outer,Recv-Outer,Latency,Absolute Deadline,Relative Deadline,DAG Preemptions,,,period,strictly
130,1,24210746611,24246108444,35361833,24166002462,48000000,-,,,12900005056,5056
130,2,17710924018,17724055018,13131000,17676932685,14000000,-,,,,
130,3,24211155000,24238294481,27139481,24155175444,32000000,-,,,,
131,1,24310739537,24346099944,35360407,24266008851,48000000,-,,,12999997982,-2018
131,2,17760916259,17774017481,13101222,17726948333,14000000,-,,,,
131,3,24311147481,24338285148,27137667,24255180944,32000000,-,,,,
132,1,24410746333,24446107740,35361407,24366001055,48000000,-,,,13100004778,4778
132,2,17810918314,17824048555,13130241,17776930925,14000000,-,,,,
132,3,24411150370,24438290296,27139926,24355171222,32000000,-,,,,
133,1,24510742000,24546102944,35360944,24466007611,48000000,-,,,13200000445,445
133,2,17860923277,17874018222,13094945,17826941925,14000000,-,,,,
133,3,24511146462,24538286870,27140408,24455174814,32000000,-,,,,
134,1,24610738870,24646097296,35358426,24566001629,48000000,-,,,13299997315,-2685
134,2,17910919629,17924049055,13129426,17876935907,14000000,-,,,,
134,3,24611153685,24638295296,27141611,24555172518,32000000,-,,,,
135,1,24710740148,24746099648,35359500,24663982555,48000000,-,,,13399998593,-1407
135,2,17960915296,17974011351,13096055,17926943296,14000000,-,,,,
135,3,24711154648,24738290111,27135463,24655179555,32000000,-,,,,
136,1,24810741425,24846098648,35357223,24766000814,48000000,-,,,13499999870,-130
136,2,18010919277,18024049870,13130593,17976930222,14000000,-,,,,
136,3,24811156129,24838295851,27139722,24755179777,32000000,-,,,,
137,1,24910740685,24946097796,35357111,24866001981,48000000,-,,,13599999130,-870
137,2,18060918611,18074016129,13097518,18026944888,14000000,-,,,,
137,3,24911155277,24938298240,27142963,24855181166,32000000,-,,,,
138,1,25010746388,25046108648,35362260,24966001296,48000000,-,,,13700004833,4833
138,2,18110923351,18124053740,13130389,18076931685,14000000,-,,,,
138,3,25011150814,25038290685,27139871,24955180648,32000000,-,,,,
139,1,25110738833,25146095000,35356167,25066007500,48000000,-,,,13799997278,-2722
139,2,18160922462,18174021851,13099389,18126947462,14000000,-,,,,
139,3,25111153814,25138293314,27139500,25055176407,32000000,-,,,,
140,1,25210742111,25246101555,35359444,25165998555,48000000,-,,,13900000556,556
140,2,18210920259,18224050777,13130518,18176937000,14000000,-,,,,
140,3,25211146018,25238285629,27139611,25155179296,32000000,-,,,,
141,1,25310737018,25346109555,35372537,25266002592,48000000,-,,,13999995463,-4537
141,2,18260920611,18274018962,13098351,18226944277,14000000,-,,,,
141,3,25311151425,25338292351,27140926,25255171425,32000000,-,,,,
142,1,25410741370,25446100000,35358630,25366008500,48000000,-,,,14099999815,-185
142,2,18310924129,18324053537,13129408,18276935296,14000000,-,,,,
142,3,25411146111,25438285537,27139426,25355176833,32000000,-,,,,
143,1,25510739666,25546096277,35356611,25463984759,48000000,-,,,14199998111,-1889
143,2,18360920592,18374019851,13099259,18326947981,14000000,-,,,,
143,3,25511154370,25538294129,27139759,25455171814,32000000,-,,,,
144,1,25610743518,25646103685,35360167,25565999277,48000000,-,,,14300001963,1963
144,2,18410920111,18424050592,13130481,18376933870,14000000,-,,,,
144,3,25611147629,25638288518,27140889,25555179722,32000000,-,,,,
145,1,25710743981,25746106222,35362241,25666003814,48000000,-,,,14400002426,2426
145,2,18460918129,18474017259,13099130,18426944037,14000000,-,,,,
145,3,25711147777,25738288111,27140334,25655173111,32000000,-,,,,
146,1,25810747500,25846108129,35360629,25766004740,48000000,-,,,14500005945,5945
146,2,18510917314,18524046629,13129315,18476932777,14000000,-,,,,
146,3,25811152425,25838291518,27139093,25755173537,32000000,-,,,,
147,1,25910742851,25946104166,35361315,25866008351,48000000,-,,,14600001296,1296
147,2,18560920166,18574020462,13100296,18526940592,14000000,-,,,,
147,3,25911146629,25938286555,27139926,25855177370,32000000,-,,,,
148,1,26010739888,26046099277,35359389,25966003500,48000000,-,,,14699998333,-1667
148,2,18610917962,18624045722,13127760,18576934666,14000000,-,,,,
148,3,26011154907,26038294518,27139611,25955172370,32000000,-,,,,
149,1,26110746444,26146107074,35360630,26066000203,48000000,-,,,14800004889,4889
149,2,18660920703,18674022444,13101741,18626941037,14000000,-,,,,
149,3,26111150259,26138291962,27141703,26055179925,32000000,-,,,,
150,1,26210743740,26246104574,35360834,26163990944,48000000,-,,,14900002185,2185
150,2,18710917000,18724047648,13130648,18676935388,14000000,-,,,,
150,3,26211148092,26238288425,27140333,26155175925,32000000,-,,,,
151,1,26310742166,26346103333,35361167,26266004074,48000000,-,,,15000000611,611
151,2,18760916018,18774018574,13102556,18726941259,14000000,-,,,,
151,3,26311146722,26338288314,27141592,26255173759,32000000,-,,,,
152,1,26410742814,26446103203,35360389,26366003259,48000000,-,,,15100001259,1259
152,2,18810921537,18824050870,13129333,18776930740,14000000,-,,,,
152,3,26411147166,26438287185,27140019,26355172555,32000000,-,,,,
153,1,26510746462,26546108351,35361889,26466003000,48000000,-,,,15200004907,4907
153,2,18860918629,18874017629,13099000,18826945833,14000000,-,,,,
153,3,26511151259,26538291111,27139852,26455172592,32000000,-,,,,
154,1,26610738148,26646103722,35365574,26566008333,48000000,-,,,15299996593,-3407
154,2,18910923981,18924055018,13131037,18876933314,14000000,-,,,,
154,3,26611153740,26638290166,27136426,26555176425,32000000,-,,,,
155,1,26710745222,26746105851,35360629,26666000537,48000000,-,,,15400003667,3667
155,2,18960922722,18974020037,13097315,18926948888,14000000,-,,,,
155,3,26711149907,26738289962,27140055,26655178981,32000000,-,,,,
156,1,26810743907,26846109888,35365981,26766005648,48000000,-,,,15500002352,2352
156,2,19010918722,19024047055,13128333,18976935314,14000000,-,,,,
156,3,26811150907,26838293166,27142259,26755175222,32000000,-,,,,
157,1,26910741777,26946106592,35364815,26866008166,48000000,-,,,15600000222,222
157,2,19060920148,19074019870,13099722,19026941740,14000000,-,,,,
157,3,26911149203,26938286500,27137297,26855176722,32000000,-,,,,
158,1,27010738666,27046099055,35360389,26966004740,48000000,-,,,15699997111,-2889
158,2,19110925500,19124055296,13129796,19076934666,14000000,-,,,,
158,3,27011156462,27038295981,27139519,26955174481,32000000,-,,,,
159,1,27110741851,27146102129,35360278,27066000888,48000000,-,,,15800000296,296
159,2,19160919314,19174017870,13098556,19126949814,14000000,-,,,,
159,3,27111148907,27138288685,27139778,27055181777,32000000,-,,,,
160,1,27210745796,27246108018,35362222,27166002185,48000000,-,,,15900004241,4241
160,2,19210920240,19224050351,13130111,19176934111,14000000,-,,,,
160,3,27211153240,27238293814,27140574,27155174518,32000000,-,,,,
161,1,27310744462,27346102388,35357926,27266006888,48000000,-,,,16000002907,2907
161,2,19260919222,19274015537,13096315,19226944111,14000000,-,,,,
161,3,27311152407,27338288907,27136500,27255178740,32000000,-,,,,
162,1,27410738481,27446096092,35357611,27366005740,48000000,-,,,16099996926,-3074
162,2,19310918277,19324048185,13129908,19276931555,14000000,-,,,,
162,3,27411153537,27438289259,27135722,27355177388,32000000,-,,,,
163,1,27510740685,27546103148,35362463,27465999222,48000000,-,,,16199999130,-870
163,2,19360916407,19374016388,13099981,19326942592,14000000,-,,,,
163,3,27511146074,27538286240,27140166,27455177944,32000000,-,,,,
164,1,27610743222,27646104981,35361759,27566003425,48000000,-,,,16300001667,1667
164,2,19410925500,19424054000,13128500,19376930796,14000000,-,,,,
164,3,27611147611,27638287537,27139926,27555171277,32000000,-,,,,
165,1,27710739518,27746095444,35355926,27666003648,48000000,-,,,16399997963,-2037
165,2,19460920425,19474018166,13097741,19426949314,14000000,-,,,,
165,3,27711154222,27738294296,27140074,27655172759,32000000,-,,,,
166,1,27810744611,27846108037,35363426,27765998611,48000000,-,,,16500003056,3056
166,2,19510921296,19524051574,13130278,19476932666,14000000,-,,,,
166,3,27811149611,27838290111,27140500,27755179518,32000000,-,,,,
167,1,27910744203,27946103518,35359315,27866006185,48000000,-,,,16600002648,2648
167,2,19560923277,19574023055,13099778,19526944796,14000000,-,,,,
167,3,27911147888,27938284648,27136760,27855175425,32000000,-,,,,
168,1,28010739555,28046097351,35357796,27966004555,48000000,-,,,16699998000,-2000
168,2,19610921574,19624051333,13129759,19576937981,14000000,-,,,,
168,3,28011154222,28038292425,27138203,27955173074,32000000,-,,,,
169,1,28110747351,28146108962,35361611,28065999500,48000000,-,,,16800005796,5796
169,2,19660924537,19674022981,13098444,19626945777,14000000,-,,,,
169,3,28111151333,28138291462,27140129,28055178981,32000000,-,,,,
170,1,28210740629,28246103611,35362982,28166008055,48000000,-,,,16899999074,-926
170,2,19710915944,19724044296,13128352,19676937333,14000000,-,,,,
170,3,28211155240,28238293240,27138000,28155176851,32000000,-,,,,
171,1,28310745574,28346107518,35361944,28266002296,48000000,-,,,17000004019,4019
171,2,19760923277,19774025185,13101908,19726939500,14000000,-,,,,
171,3,28311149314,28338287407,27138093,28255180092,32000000,-,,,,
172,1,28410745370,28446104555,35359185,28366005851,48000000,-,,,17100003815,3815
172,2,19810916296,19824045685,13129389,19776936074,14000000,-,,,,
172,3,28411148944,28438288851,27139907,28355174962,32000000,-,,,,
173,1,28510743388,28546103833,35360445,28466005074,48000000,-,,,17200001833,1833
173,2,19860925222,19874022740,13097518,19826940259,14000000,-,,,,
173,3,28511147425,28538286259,27138834,28455174240,32000000,-,,,,
174,1,28610740277,28646098740,35358463,28566002907,48000000,-,,,17299998722,-1278
174,2,19910925870,19924056203,13130333,19876941574,14000000,-,,,,
174,3,28611154962,28638294148,27139186,28555172962,32000000,-,,,,
175,1,28710745907,28746103814,35357907,28666001814,48000000,-,,,17400004352,4352
175,2,19960918388,19974017648,13099260,19926949537,14000000,-,,,,
175,3,28711149629,28738287444,27137815,28655180148,32000000,-,,,,
176,1,28810745518,28846107129,35361611,28766006037,48000000,-,,,17500003963,3963
176,2,20010918129,20024046944,13128815,19976932962,14000000,-,,,,
176,3,28811149518,28838288907,27139389,28755175370,32000000,-,,,,
177,1,28910741074,28946098574,35357500,28866006185,48000000,-,,,17599999519,-481
177,2,20060919314,20074018277,13098963,20026941981,14000000,-,,,,
177,3,28911156037,28938295944,27139907,28855175222,32000000,-,,,,
178,1,29010745444,29046105351,35359907,28966000925,48000000,-,,,17700003889,3889
178,2,20110922851,20124052018,13129167,20076933907,14000000,-,,,,
178,3,29011149333,29038287666,27138333,28955181611,32000000,-,,,,
179,1,29110741962,29146098018,35356056,29066005796,48000000,-,,,17800000407,407
179,2,20160919444,20174016037,13096593,20126946962,14000000,-,,,,
179,3,29111156462,29138297944,27141482,29055174777,32000000,-,,,,
180,1,29210737259,29246110425,35373166,29166001611,48000000,-,,,17899995704,-4296
180,2,20210923092,20224052629,13129537,20176931462,14000000,-,,,,
180,3,29211152000,29238293407,27141407,29155181888,32000000,-,,,,
181,1,29310739000,29346097907,35358907,29266009814,48000000,-,,,17999997445,-2555
181,2,20260915166,20274017537,13102371,20226947000,14000000,-,,,,
181,3,29311154555,29338294018,27139463,29255177370,32000000,-,,,,
182,1,29410739537,29446097851,35358314,29366000592,48000000,-,,,18099997982,-2018
182,2,20310922259,20324052203,13129944,20276930018,14000000,-,,,,
182,3,29411154611,29438293259,27138648,29355179425,32000000,-,,,,
183,1,29510746314,29546104981,35358667,29466000851,48000000,-,,,18200004759,4759
183,2,20360917425,20374016074,13098649,20326945740,14000000,-,,,,
183,3,29511149814,29538287500,27137686,29455179240,32000000,-,,,,
184,1,29610746000,29646094611,35348611,29566005555,48000000,-,,,18300004445,4445
184,2,20410924296,20424053555,13129259,20376932148,14000000,-,,,,
184,3,29611153000,29638291907,27138907,29555175074,32000000,-,,,,
185,1,29710746962,29746094796,35347834,29665998277,48000000,-,,,18400005407,5407
185,2,20460916518,20474016425,13099907,20426948611,14000000,-,,,,
185,3,29711153537,29738294833,27141296,29655178314,32000000,-,,,,
186,1,29810747462,29846106925,35359463,29765997537,48000000,-,,,18500005907,5907
186,2,20510919185,20524047148,13127963,20476931203,14000000,-,,,,
186,3,29811154592,29838294092,27139500,29755179092,32000000,-,,,,
187,1,29910741870,29946102629,35360759,29866007555,48000000,-,,,18600000315,315
187,2,20560924518,20574021685,13097167,20526941592,14000000,-,,,,
187,3,29911148703,29938288685,27139982,29855179500,32000000,-,,,,
188,1,30010742537,30046103777,35361240,29966002333,48000000,-,,,18700000982,982
188,2,20610923481,20624052833,13129352,20576939000,14000000,-,,,,
188,3,30011149518,30038289277,27139759,29955174129,32000000,-,,,,
189,1,30110740722,30146097962,35357240,30066003444,48000000,-,,,18799999167,-833
189,2,20660921574,20674023574,13102000,20626947074,14000000,-,,,,
189,3,30111155611,30138295796,27140185,30055174333,32000000,-,,,,
190,1,30210740666,30246099814,35359148,30166000833,48000000,-,,,18899999111,-889
190,2,20710922722,20724052722,13130000,20676936092,14000000,-,,,,
190,3,30211155944,30238293111,27137167,30155180759,32000000,-,,,,
191,1,30310738425,30346098185,35359760,30266001166,48000000,-,,,18999996870,-3130
191,2,20760922592,20774020722,13098130,20726946166,14000000,-,,,,
191,3,30311154425,30338293759,27139334,30255181518,32000000,-,,,,
192,1,30410743037,30446100555,35357518,30365999592,48000000,-,,,19100001482,1482
192,2,20810920500,20824048796,13128296,20776935777,14000000,-,,,,
192,3,30411146833,30438285037,27138204,30355179666,32000000,-,,,,
193,1,30510744703,30546105018,35360315,30466002833,48000000,-,,,19200003148,3148
193,2,20860925259,20874020351,13095092,20826943407,14000000,-,,,,
193,3,30511148333,30538292240,27143907,30455172296,32000000,-,,,,
194,1,30610744907,30646105222,35360315,30566004500,48000000,-,,,19300003352,3352
194,2,20910920425,20924048925,13128500,20876940592,14000000,-,,,,
194,3,30611149185,30638286518,27137333,30555173518,32000000,-,,,,
195,1,30710746314,30746106907,35360593,30666006000,48000000,-,,,19400004759,4759
195,2,20960917314,20974019370,13102056,20926943703,14000000,-,,,,
195,3,30711149907,30738291629,27141722,30655174685,32000000,-,,,,
196,1,30810746981,30846107851,35360870,30766006944,48000000,-,,,19500005426,5426
196,2,21010924814,21024056074,13131260,20976931925,14000000,-,,,,
196,3,30811150703,30838292981,27142278,30755175629,32000000,-,,,,
197,1,30910741018,30946098000,35356982,30866006833,48000000,-,,,19599999463,-537
197,2,21060923074,21074019296,13096222,21026949611,14000000,-,,,,
197,3,30911156018,30938300444,27144426,30855176351,32000000,-,,,,
198,1,31010745796,31046104703,35358907,30966000425,48000000,-,,,19700004241,4241
198,2,21110924333,21124053055,13128722,21076937870,14000000,-,,,,
198,3,31011149037,31038291537,27142500,30955181870,32000000,-,,,,
199,1,31110737574,31146111611,35374037,31066005314,48000000,-,,,19799996019,-3981
199,2,21160920851,21174024833,13103982,21126948611,14000000,-,,,,
199,3,31111152037,31138292000,27139963,31055174092,32000000,-,,,,
200,1,31210741203,31246099314,35358111,31166012037,48000000,-,,,19899999648,-352
200,2,21210916148,21224045907,13129759,21176935444,14000000,-,,,,
200,3,31211156925,31238300240,27143315,31155176981,32000000,-,,,,
201,1,31310739388,31346096722,35357334,31266002333,48000000,-,,,19999997833,-2167
201,2,21260920370,21274017759,13097389,21226940259,14000000,-,,,,
201,3,31311154166,31338296740,27142574,31255182018,32000000,-,,,,
202,1,31410739611,31446097962,35358351,31365999648,48000000,-,,,20099998056,-1944
202,2,21310919814,21324049129,13129315,21276933259,14000000,-,,,,
202,3,31411154722,31438294518,27139796,31355179277,32000000,-,,,,
203,1,31510739925,31546097574,35357649,31466000592,48000000,-,,,20199998370,-1630
203,2,21360917592,21374018629,13101037,21326943222,14000000,-,,,,
203,3,31511154574,31538295037,27140463,31455179555,32000000,-,,,,
204,1,31610747203,31646109518,35362315,31565999500,48000000,-,,,20300005648,5648
204,2,21410918074,21424047722,13129648,21376929629,14000000,-,,,,
204,3,31611151148,31638292425,27141277,31555179703,32000000,-,,,,
205,1,31710743037,31746103222,35360185,31666007777,48000000,-,,,20400001482,1482
205,2,21460922907,21474022222,13099315,21426942388,14000000,-,,,,
205,3,31711146425,31738287629,27141204,31655177074,32000000,-,,,,
206,1,31810742833,31846102203,35359370,31766002703,48000000,-,,,20500001278,1278
206,2,21510923777,21524053351,13129574,21476937518,14000000,-,,,,
206,3,31811146537,31838285018,27138481,31755172277,32000000,-,,,,
207,1,31910742111,31946098240,35356129,31866003462,48000000,-,,,20600000556,556
207,2,21560921685,21574023388,13101703,21526947722,14000000,-,,,,
207,3,31911156481,31938296814,27140333,31855171796,32000000,-,,,,
208,1,32010739425,32046098000,35358575,31966001055,48000000,-,,,20699997870,-2130
208,2,21610922166,21624051555,13129389,21576936370,14000000,-,,,,
208,3,32011155129,32038295722,27140593,31955181777,32000000,-,,,,
209,1,32110743611,32146104018,35360407,32065999462,48000000,-,,,20800002056,2056
209,2,21660923925,21674031148,13107223,21626946222,14000000,-,,,,
209,3,32111147259,32138290000,27142741,32055180222,32000000,-,,,,
